PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_TO,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Champagnie, Julian",1630577,0.06,1.78,0.28,0.28,0.56,0.5,0.06,0.06,1.0,0.22,0.5,0.444
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Mamukelashvili, Sandro",1630572,0.011,0.33,0.06,0.06,0.17,0.333,0.0,0.0,,0.06,0.17,0.333
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Jones, Tre",1630200,0.097,2.89,0.11,0.11,0.22,0.5,0.0,0.11,0.0,0.11,0.11,1.0
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Vassell, Devin",1630170,0.047,1.39,0.17,0.22,0.33,0.667,0.06,0.11,0.5,0.17,0.22,0.75
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Bassey, Charles",1629646,0.011,0.33,0.11,0.11,0.22,0.5,0.11,0.22,0.5,0.0,0.0,
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Collins, Zach",1628380,0.062,1.83,0.17,0.17,0.44,0.375,0.06,0.28,0.2,0.11,0.17,0.667
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Barnes, Harrison",203084,0.045,1.33,0.22,0.22,0.61,0.364,0.0,0.11,0.0,0.22,0.5,0.444
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Paul, Chris",101108,0.185,5.5,0.06,0.39,0.83,0.467,0.28,0.39,0.714,0.11,0.44,0.25
1630200,"Jones, Tre",San Antonio Spurs,1610612759,SAS,made,7,"Castle, Stephon",1642264,0.169,5.86,0.43,1.0,1.43,0.7,0.57,0.86,0.667,0.43,0.57,0.75
1630200,"Jones, Tre",San Antonio Spurs,1610612759,SAS,made,7,"Wembanyama, Victor",1641705,0.078,2.71,0.43,0.57,1.0,0.571,0.29,0.29,1.0,0.29,0.71,0.4
1630200,"Jones, Tre",San Antonio Spurs,1610612759,SAS,made,7,"Sochan, Jeremy",1631110,0.016,0.57,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1630200,"Jones, Tre",San Antonio Spurs,1610612759,SAS,made,7,"Wesley, Blake",1631104,0.033,1.14,0.14,0.14,0.29,0.5,0.14,0.29,0.5,0.0,0.0,
1630200,"Jones, Tre",San Antonio Spurs,1610612759,SAS,made,7,"Branham, Malaki",1631103,0.033,1.14,0.14,0.14,0.57,0.25,0.14,0.14,1.0,0.0,0.43,0.0
1630200,"Jones, Tre",San Antonio Spurs,1610612759,SAS,made,7,"Champagnie, Julian",1630577,0.095,3.29,0.43,0.43,1.14,0.375,0.14,0.43,0.333,0.29,0.71,0.4
1630200,"Jones, Tre",San Antonio Spurs,1610612759,SAS,made,7,"Mamukelashvili, Sandro",1630572,0.025,0.86,0.14,0.14,0.57,0.25,0.0,0.0,,0.14,0.57,0.25
