,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_TO,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
270,201599,"Jordan, DeAndre",Denver Nuggets,1610612743,DEN,made,2,"Watson, Peyton",1631212,0.182,2,0,0,0,0.0,0,0,0.0,0,0,0.0
271,201599,"Jordan, DeAndre",Denver Nuggets,1610612743,DEN,made,2,"Braun, Christian",1631128,0.273,3,0,1,2,0.5,1,1,1.0,0,1,0.0
272,201599,"Jordan, DeAndre",Denver Nuggets,1610612743,DEN,made,2,"Strawther, Julian",1631124,0.182,2,0,0,0,0.0,0,0,0.0,0,0,0.0
273,201599,"Jordan, DeAndre",Denver Nuggets,1610612743,DEN,made,2,"Murray, Jamal",1627750,0.182,2,0,0,1,0.0,0,1,0.0,0,0,0.0
274,201599,"Jordan, DeAndre",Denver Nuggets,1610612743,DEN,made,2,"Jackson, Reggie",202704,0.091,1,0,0,1,0.0,0,1,0.0,0,0,0.0
275,1631212,"Watson, Peyton",Denver Nuggets,1610612743,DEN,made,9,"Tyson, Hunter",1641816,0.034,3,0,0,0,0.0,0,0,0.0,0,0,0.0
276,1631212,"Watson, Peyton",Denver Nuggets,1610612743,DEN,made,9,"Braun, Christian",1631128,0.057,5,0,0,0,0.0,0,0,0.0,0,0,0.0
277,1631212,"Watson, Peyton",Denver Nuggets,1610612743,DEN,made,9,"Strawther, Julian",1631124,0.045,4,1,1,1,1.0,1,1,1.0,0,0,0.0
278,1631212,"Watson, Peyton",Denver Nuggets,1610612743,DEN,made,9,"Nnaji, Zeke",1630192,0.045,4,0,0,0,0.0,0,0,0.0,0,0,0.0
279,1631212,"Watson, Peyton",Denver Nuggets,1610612743,DEN,made,9,"Pickett, Jalen",1629618,0.091,8,0,2,2,1.0,2,2,1.0,0,0,0.0
280,1631212,"Watson, Peyton",Denver Nuggets,1610612743,DEN,made,9,"Porter Jr., Michael",1629008,0.045,4,0,1,1,1.0,1,1,1.0,0,0,0.0
281,1631212,"Watson, Peyton",Denver Nuggets,1610612743,DEN,made,9,"Murray, Jamal",1627750,0.193,17,1,2,7,0.286,1,3,0.333,1,4,0.25
282,1631212,"Watson, Peyton",Denver Nuggets,1610612743,DEN,made,9,"Jokić, Nikola",203999,0.159,14,1,2,2,1.0,1,1,1.0,1,1,1.0
283,1631212,"Watson, Peyton",Denver Nuggets,1610612743,DEN,made,9,"Gordon, Aaron",203932,0.034,3,1,1,1,1.0,1,1,1.0,0,0,0.0
